,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel15,14,3,14,11,7,7,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(7, 7), [6, 7], [6, 8], [6, 9], [7, 9], [7, 8], [8, 8], [8, 9], [8, 10], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11], [13, 11], [14, 11]]","[(-1, 0), (0, 1), (0, 1), (1, 0), (0, -1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[1, 5]","[0, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0]",2,8,7,90
1,maxModel15,4,3,10,3,7,10,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(7, 10), [8, 10], [8, 9], [8, 8], [9, 8], [9, 7], [9, 6], [10, 6], [10, 5], [10, 4], [10, 3]]","[(1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]",[],"[2, 0, 0, 2, 0, 0, 2, 0, 0, 0]",0,6,7,0
2,maxModel15,10,4,10,10,4,7,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(4, 7), [4, 6], [4, 5], [5, 5], [5, 4], [6, 4], [7, 4], [7, 5], [8, 5], [8, 4], [9, 4], [10, 4]]","[(0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, 1), (1, 0), (0, -1), (1, 0), (1, 0)]",[7],"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,6,6,90
3,maxModel15,7,5,7,9,13,7,"[0, 0, 0, 0, 0, 1, 1, 1]","[(13, 7), [13, 8], [13, 9], [12, 9], [11, 9], [10, 9], [9, 9], [8, 9], [7, 9]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[2, 2, 0, 0, 0, 0, 0, 0]",0,4,6,270
4,maxModel15,8,4,8,10,0,7,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(0, 7), [0, 7], [1, 7], [1, 8], [1, 9], [0, 9], [1, 9], [2, 9], [3, 9], [4, 9], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10]]","[(-1, 0), (1, 0), (0, 1), (0, 1), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[1, 5]","[1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",2,6,8,90
5,maxModel15,0,5,0,9,7,7,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(7, 7), [7, 8], [6, 8], [5, 8], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 6], [0, 6], [0, 6], [0, 6], [0, 6], [0, 6], [0, 5]]","[(0, 1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[4],"[2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,4,7,270
6,maxModel15,1,3,1,11,9,7,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(9, 7), [9, 6], [8, 6], [7, 6], [7, 5], [6, 5], [5, 5], [5, 4], [5, 3], [4, 3], [3, 3], [2, 3], [1, 3]]","[(0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",0,8,8,270
7,maxModel15,3,11,11,11,7,5,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2]","[(7, 5), [7, 6], [7, 7], [6, 7], [6, 8], [6, 7], [6, 8], [5, 8], [4, 8], [3, 8], [3, 9], [3, 10], [3, 11]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]",[5],"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",1,8,6,180
8,maxModel15,5,14,9,14,7,6,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]","[(7, 6), [7, 7], [8, 7], [9, 7], [9, 8], [8, 8], [9, 8], [9, 9], [9, 10], [10, 10], [9, 10], [9, 11], [9, 12], [9, 13], [9, 14]]","[(0, 1), (1, 0), (1, 0), (0, 1), (-1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[5, 9]","[0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,180
9,maxModel15,4,4,10,4,7,12,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(7, 12), [6, 12], [6, 11], [5, 11], [5, 10], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4]]","[(1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[1],"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",special,6,8,0
0,maxModel15,5,9,9,9,7,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,180
1,maxModel15,12,3,12,11,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [7, 7], [8, 7], [9, 7], [9, 8], [10, 8], [10, 9], [9, 9], [10, 9], [11, 9], [11, 10], [12, 10], [12, 11]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (-1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[4, 7]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2]",2,8,6,90
2,maxModel15,3,9,11,9,7,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 2), [7, 3], [7, 4], [6, 4], [6, 5], [6, 6], [6, 7], [5, 7], [5, 8], [4, 8], [3, 8], [3, 9]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",1,8,7,180
3,maxModel15,5,0,9,0,7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [6, 0], [6, 0], [5, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,4,8,0
4,maxModel15,3,4,3,10,10,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [3, 9], [3, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,7,270
