,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel32,12,3,12,11,5,7,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(5, 7), [5, 6], [6, 6], [6, 7], [7, 7], [7, 6], [8, 6], [9, 6], [10, 6], [10, 5], [11, 5], [11, 4], [12, 4], [12, 3]]","[(0, -1), (1, 0), (0, 1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]","[1, 3]","[2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",2,8,7,90
1,maxModel32,4,11,10,11,7,4,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(7, 4), [7, 5], [6, 5], [5, 5], [5, 6], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",0,6,7,180
2,maxModel32,14,4,14,10,8,7,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(8, 7), [8, 6], [9, 6], [9, 5], [9, 4], [10, 4], [11, 4], [12, 4], [12, 3], [12, 4], [13, 4], [14, 4]]","[(0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (1, 0)]",[8],"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,6,6,90
3,maxModel32,5,7,9,7,7,1,"[0, 0, 0, 0, 0, 1, 1, 1]","[(7, 1), [7, 2], [6, 2], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 1, 1, 0, 0, 0, 0, 0]",0,4,6,180
4,maxModel32,0,4,0,10,8,7,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(8, 7), [8, 6], [8, 7], [8, 6], [8, 5], [8, 4], [7, 4], [6, 4], [5, 4], [4, 4], [3, 4], [2, 4], [1, 4], [0, 4]]","[(0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[5, 2]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,8,270
5,maxModel32,5,3,9,3,7,10,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(7, 10), [6, 10], [6, 9], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 6], [5, 5], [5, 4], [5, 3]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1)]",[8],"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,4,7,0
6,maxModel32,9,3,9,11,1,7,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 7), [2, 7], [2, 8], [2, 9], [3, 9], [4, 9], [4, 10], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11]]","[(1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 2, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0]",0,8,8,90
7,maxModel32,5,3,5,11,11,7,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[(11, 7), [10, 7], [9, 7], [9, 6], [8, 6], [7, 6], [7, 5], [8, 5], [7, 5], [6, 5], [6, 4], [5, 4], [5, 3]]","[(-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[7],"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",1,8,6,270
8,maxModel32,5,3,9,3,7,11,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2]","[(7, 11), [7, 10], [8, 10], [9, 10], [9, 9], [9, 8], [9, 7], [9, 6], [10, 6], [10, 5], [10, 4], [10, 3], [9, 3]]","[(0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (-1, 0)]","[8, 1]","[2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,0
9,maxModel32,2,4,2,10,10,7,"[0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(10, 7), [9, 7], [9, 6], [8, 6], [7, 6], [7, 5], [6, 5], [5, 5], [5, 4], [4, 4], [3, 4], [2, 4]]","[(-1, 0), (0, 1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[2],"[0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0]",special,6,8,270
