,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel1,3,12,11,12,7,5,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(7, 5), [7, 6], [7, 7], [6, 7], [6, 8], [6, 9], [5, 9], [5, 10], [4, 10], [5, 10], [4, 10], [4, 11], [3, 11], [3, 12]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]","[9, 8]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]",2,8,7,180
1,maxModel1,4,10,10,10,7,3,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[(7, 3), [8, 3], [9, 3], [9, 4], [9, 5], [9, 6], [9, 7], [10, 7], [10, 8], [10, 9], [10, 10]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1)]",[],"[2, 2, 0, 0, 0, 0, 2, 0, 0, 0]",0,6,7,180
2,maxModel1,8,4,8,10,2,7,"[0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]","[(2, 7), [3, 7], [3, 6], [3, 5], [3, 4], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4]]","[(1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[5],"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,6,6,90
3,maxModel1,5,10,9,10,7,4,"[1, 1, 1, 1, 1, 1, 1, 2]","[(7, 4), [7, 5], [7, 6], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [9, 10]]","[(0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 2, 2, 0, 0, 0]",0,4,6,180
4,maxModel1,10,4,10,10,2,7,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(2, 7), [2, 8], [3, 8], [3, 9], [4, 9], [5, 9], [6, 9], [6, 10], [7, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10]]","[(0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[1, 9]","[1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",2,6,8,90
5,maxModel1,1,5,1,9,8,7,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(8, 7), [8, 6], [7, 6], [6, 6], [6, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5]]","[(0, -1), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[5],"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,4,7,270
6,maxModel1,1,3,1,11,9,7,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(9, 7), [9, 6], [9, 5], [9, 4], [8, 4], [8, 3], [7, 3], [6, 3], [5, 3], [4, 3], [3, 3], [2, 3], [1, 3]]","[(0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,8,8,270
7,maxModel1,3,7,11,7,7,13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(7, 13), [8, 13], [8, 12], [9, 12], [10, 12], [10, 11], [10, 10], [11, 10], [10, 10], [10, 9], [11, 9], [11, 8], [11, 7]]","[(1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1)]",[8],"[2, 0, 2, 2, 0, 0, 2, 0, 0, 2, 0, 0]",1,8,6,0
8,maxModel1,5,1,9,1,7,9,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2]","[(7, 9), [6, 9], [5, 9], [5, 8], [5, 7], [4, 7], [4, 6], [5, 6], [5, 5], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (1, 0), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[9, 5]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,0
9,maxModel1,4,4,10,4,7,12,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(7, 12), [6, 12], [5, 12], [4, 12], [4, 11], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4]]","[(1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[1],"[2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",special,6,8,0
