,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel4,3,3,3,11,10,7,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(10, 7), [9, 7], [9, 8], [9, 9], [8, 9], [8, 10], [8, 11], [7, 11], [6, 11], [5, 11], [4, 11], [3, 11]]","[(-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[2, 5]","[0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0]",2,8,7,270
1,maxModel4,10,4,10,10,3,7,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[(3, 7), [4, 7], [4, 6], [5, 6], [6, 6], [6, 5], [7, 5], [7, 4], [8, 4], [9, 4], [10, 4]]","[(1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",0,6,7,90
2,maxModel4,4,8,10,8,7,2,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(7, 2), [7, 3], [7, 4], [7, 5], [6, 5], [6, 6], [5, 6], [4, 6], [4, 7], [4, 8]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[2],"[0, 2, 0, 1, 0, 1, 1, 0, 0]",1,6,6,180
3,maxModel4,5,8,9,8,7,2,"[0, 0, 0, 0, 1, 1, 1, 1]","[(7, 2), [7, 3], [6, 3], [6, 4], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8]]","[(0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 1, 0, 1, 0, 0, 0, 0]",0,4,6,180
4,maxModel4,4,11,10,11,7,3,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(7, 3), [6, 3], [6, 4], [7, 4], [6, 4], [6, 5], [5, 5], [4, 5], [4, 6], [4, 7], [4, 8], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11]]","[(-1, 0), (0, 1), (1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1)]","[3, 11]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,8,180
5,maxModel4,5,2,9,2,7,9,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [6, 4], [6, 5], [6, 4], [5, 4], [5, 3], [5, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, 1), (0, -1), (-1, 0), (0, -1), (0, -1)]",[7],"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,4,7,0
6,maxModel4,6,3,6,11,14,7,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(14, 7), [14, 6], [13, 6], [13, 5], [13, 4], [12, 4], [12, 3], [11, 3], [10, 3], [9, 3], [8, 3], [7, 3], [6, 3]]","[(0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0,8,8,270
7,maxModel4,3,2,11,2,7,8,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(7, 8), [7, 7], [8, 7], [7, 7], [7, 6], [6, 6], [6, 5], [5, 5], [5, 4], [4, 4], [4, 3], [3, 3], [3, 2]]","[(0, -1), (1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[3],"[0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]",1,8,6,0
8,maxModel4,11,5,11,9,3,7,"[0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]","[(3, 7), [3, 6], [4, 6], [4, 5], [5, 5], [6, 5], [7, 5], [6, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5]]","[(0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[7, 8]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,90
9,maxModel4,6,4,6,10,14,7,"[0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(14, 7), [13, 7], [12, 7], [12, 6], [12, 5], [11, 5], [11, 4], [10, 4], [9, 4], [8, 4], [7, 4], [6, 4]]","[(-1, 0), (-1, 0), (0, 1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[3],"[0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0]",special,6,8,270
0,maxModel4,3,5,3,9,11,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [3, 8], [4, 8], [3, 8], [3, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (0, 1)]","[10, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,4,8,270
