,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel30,4,2,10,2,7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3], [10, 3], [10, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 2, 2, 0, 0]",1,6,6,0
1,maxModel30,10,3,10,11,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [10, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,8,90
2,maxModel30,12,5,12,9,4,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [8, 7], [9, 7], [9, 8], [10, 8], [11, 8], [12, 8], [12, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1)]","[6, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,90
3,maxModel30,4,6,10,6,7,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 13), [7, 12], [7, 11], [7, 10], [8, 10], [8, 9], [8, 8], [8, 7], [9, 7], [8, 7], [9, 7], [9, 6], [10, 6]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0), (1, 0), (0, -1), (1, 0)]","[4, 9]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",2,6,7,0
4,maxModel30,11,5,11,9,5,7,"[0, 0, 0, 0, 0, 0, 0, 0]","[(5, 7), [6, 7], [7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [11, 9]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,90
5,maxModel30,9,3,9,11,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [9, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,7,90
6,maxModel30,6,3,6,11,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [6, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,6,90
7,maxModel30,4,4,4,10,12,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [4, 5], [5, 5], [4, 5], [4, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (1, 0), (-1, 0), (0, -1)]",[11],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,8,270
8,maxModel30,5,13,9,13,7,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [8, 12], [8, 13], [7, 13], [8, 13], [9, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0), (1, 0), (1, 0)]","[9, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",2,4,7,180
9,maxModel30,10,3,10,11,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [10, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",special,8,7,90
