,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel46,14,3,14,11,7,7,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(7, 7), [6, 7], [7, 7], [6, 7], [6, 8], [7, 8], [7, 9], [8, 9], [9, 9], [10, 9], [10, 10], [11, 10], [12, 10], [12, 11], [13, 11], [14, 11]]","[(-1, 0), (1, 0), (-1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0)]","[3, 1]","[2, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0]",2,8,7,90
1,maxModel46,14,4,14,10,7,7,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(7, 7), [8, 7], [8, 6], [8, 5], [9, 5], [10, 5], [11, 5], [11, 4], [12, 4], [13, 4], [14, 4]]","[(1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",0,6,7,90
2,maxModel46,4,8,10,8,7,14,"[1, 1, 1, 1, 1, 1, 2, 2, 2]","[(7, 14), [7, 13], [8, 13], [8, 12], [9, 12], [9, 11], [10, 11], [10, 10], [10, 9], [10, 8]]","[(0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]",[4],"[0, 2, 0, 0, 0, 2, 0, 0, 0]",1,6,6,0
3,maxModel46,8,5,8,9,14,7,"[0, 0, 0, 0, 0, 0, 1, 1]","[(14, 7), [13, 7], [12, 7], [12, 8], [12, 9], [11, 9], [10, 9], [9, 9], [8, 9]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 2, 2, 0, 0, 0, 0]",0,4,6,270
4,maxModel46,5,4,5,10,13,7,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]","[(13, 7), [12, 7], [12, 8], [12, 7], [12, 6], [11, 6], [11, 5], [11, 4], [10, 4], [9, 4], [8, 4], [8, 3], [8, 4], [7, 4], [6, 4], [5, 4]]","[(-1, 0), (0, 1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0)]","[11, 3]","[0, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,8,270
5,maxModel46,9,5,9,9,2,7,"[0, 1, 1, 1, 1, 1, 1, 1, 2]","[(2, 7), [2, 8], [3, 8], [4, 8], [4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [9, 9]]","[(0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[3],"[2, 0, 2, 2, 0, 0, 0, 0, 0]",1,4,7,90
6,maxModel46,2,3,2,11,10,7,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(10, 7), [10, 6], [9, 6], [8, 6], [8, 5], [7, 5], [7, 4], [7, 3], [6, 3], [5, 3], [4, 3], [3, 3], [2, 3]]","[(0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",0,8,8,270
7,maxModel46,3,6,11,6,7,0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(7, 0), [8, 0], [8, 1], [8, 0], [8, 1], [9, 1], [9, 2], [10, 2], [10, 3], [10, 4], [11, 4], [11, 5], [11, 6]]","[(1, 0), (0, 1), (0, -1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1)]",[3],"[2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 0, 0]",1,8,6,180
8,maxModel46,5,12,9,12,7,4,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(7, 4), [6, 4], [5, 4], [5, 5], [5, 6], [5, 7], [4, 7], [4, 8], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[6, 7]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,180
9,maxModel46,4,12,10,12,7,4,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(7, 4), [8, 4], [8, 5], [9, 5], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12]]","[(-1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",special,6,8,180
0,maxModel46,4,4,4,10,10,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [6, 9], [5, 9], [4, 9], [4, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, 1)]",[8],"[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2]",1,6,6,270
1,maxModel46,9,3,9,11,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [4, 7], [5, 7], [6, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [9, 11]]","[(1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",1,8,6,90
2,maxModel46,8,3,8,11,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 7), [1, 7], [2, 7], [3, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11]]","[(1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",1,8,8,90
3,maxModel46,7,5,7,9,13,7,"[0, 0, 0, 0, 0, 0, 0, 0]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [9, 8], [8, 8], [7, 8], [7, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,270
4,maxModel46,3,13,11,13,7,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 6), [7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 9], [6, 10], [6, 11], [5, 11], [5, 12], [4, 12], [4, 13], [3, 13]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, -1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0)]","[4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",2,8,7,180
5,maxModel46,13,5,13,9,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,90
6,maxModel46,9,4,9,10,1,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [9, 8], [9, 9], [9, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,6,8,90
7,maxModel46,4,8,10,8,7,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7], [5, 8], [4, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,7,180
8,maxModel46,5,13,9,13,7,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 11], [8, 12], [8, 13], [9, 13]]","[(0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]","[8, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,180
9,maxModel46,3,14,11,14,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [8, 13], [9, 13], [10, 13], [10, 14], [11, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,7,180
