,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel22,3,13,11,13,7,6,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(7, 6), [6, 6], [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [4, 10], [5, 10], [4, 10], [3, 10], [3, 11], [3, 12], [3, 13]]","[(-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[9, 8]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",2,8,7,180
1,maxModel22,8,4,8,10,1,7,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(1, 7), [1, 8], [2, 8], [2, 9], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10]]","[(0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",0,6,7,90
2,maxModel22,1,4,1,10,7,7,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(7, 7), [7, 8], [7, 9], [6, 9], [6, 10], [5, 10], [5, 9], [4, 9], [3, 9], [2, 9], [2, 10], [1, 10]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[6],"[2, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0]",1,6,6,270
3,maxModel22,0,5,0,9,6,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[(6, 7), [6, 6], [5, 6], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5]]","[(0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[1, 0, 1, 0, 0, 0, 0, 0]",0,4,6,270
4,maxModel22,10,4,10,10,2,7,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3]","[(2, 7), [2, 8], [2, 9], [3, 9], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [8, 11], [7, 11], [8, 11], [9, 11], [10, 11], [10, 10]]","[(0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (-1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[10, 11]","[2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,8,90
5,maxModel22,6,5,6,9,13,7,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(13, 7), [13, 8], [13, 9], [13, 8], [13, 9], [12, 9], [11, 9], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9]]","[(0, 1), (0, 1), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[3],"[2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",1,4,7,270
6,maxModel22,10,3,10,11,2,7,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(2, 7), [3, 7], [4, 7], [4, 8], [5, 8], [5, 9], [6, 9], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [10, 11]]","[(1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 2, 0, 2, 0, 0, 2, 2, 0, 0, 0]",0,8,8,90
7,maxModel22,3,10,11,10,7,4,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(7, 4), [6, 4], [6, 5], [5, 5], [4, 5], [3, 5], [3, 6], [3, 7], [4, 7], [4, 8], [4, 9], [3, 9], [3, 10]]","[(-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[8],"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,8,6,180
8,maxModel22,5,1,9,1,7,9,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(7, 9), [6, 9], [6, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [4, 4], [4, 3], [4, 2], [5, 2], [5, 1]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]","[1, 8]","[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,0
9,maxModel22,4,13,10,13,7,5,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(7, 5), [8, 5], [8, 6], [9, 6], [9, 7], [9, 8], [9, 9], [10, 9], [10, 10], [10, 11], [10, 12], [10, 13]]","[(-1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]",special,6,8,180
0,maxModel22,11,5,11,9,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [4, 7], [5, 7], [6, 7], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [9, 8], [10, 8], [11, 8], [11, 9]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (0, 1)]","[4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,90
1,maxModel22,7,4,7,10,13,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [7, 5], [7, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,270
2,maxModel22,9,3,9,11,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [3, 7], [4, 7], [4, 8], [5, 8], [6, 8], [7, 8], [7, 9], [8, 9], [8, 10], [8, 11], [9, 11]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",1,8,7,90
3,maxModel22,12,5,12,9,6,7,"[0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 6], [12, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1]",1,4,6,90
4,maxModel22,3,6,11,6,7,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,6,0
5,maxModel22,4,7,10,7,7,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [8, 8], [8, 9], [7, 9], [7, 8], [8, 8], [9, 8], [9, 7], [10, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, 1), (-1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]","[8, 9]","[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 2]",2,6,7,0
6,maxModel22,14,4,14,10,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9], [13, 10], [14, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",1,6,8,90
